年月,銀行,銀行英文,全行外匯活期存款,全行外匯定期存款,全行總額,國內外匯活期存款,國內外匯定期存款,國內總額,海外外匯活期存款,海外外匯定期存款,海外總額,金控註記
10002,匯豐,,70666000000,26837000000,97503000000,42915000000,13139000000,56054000000,27751000000,13698000000,41449000000,0
10002,京城商業銀行,,1989000000,6154000000,8143000000,1814000000,4651000000,6465000000,175000000,1503000000,1678000000,0
10002,臺灣工業銀行,,2326000000,9795000000,12122000000,939000000,2712000000,3651000000,1387000000,7083000000,8471000000,0
10002,臺灣中小企業銀行,,57656000000,43166000000,100821000000,40829000000,29590000000,70418000000,16827000000,13576000000,30403000000,0
10002,台北富邦銀行,,81699000000,90690000000,172388000000,69697000000,76781000000,146478000000,12002000000,13909000000,25910000000,1
10002,華泰商業銀行,,1372000000,938000000,2310000000,1283000000,881000000,2164000000,89000000,57000000,146000000,0
10002,花旗,,287038000000,37741000000,324779000000,191916000000,23215000000,215132000000,95122000000,14526000000,109647000000,0
10002,安泰商業銀行,,7887000000,14437000000,22324000000,6334000000,13109000000,19443000000,1553000000,1328000000,2881000000,0
10002,臺灣新光商業銀行,,14623000000,18155000000,32779000000,11703000000,14867000000,26569000000,2920000000,3288000000,6210000000,1
10002,聯邦商業銀行,,8287000000,18549000000,26836000000,6565000000,14481000000,21047000000,1722000000,4068000000,5789000000,0
10002,大台北商業銀行,,130000000,87000000,218000000,130000000,87000000,218000000,0,0,0,0
10002,永豐商業銀行,,80691000000,53919000000,134610000000,37309000000,24802000000,62112000000,43382000000,29117000000,72498000000,1
10002,三信商業銀行,,707000000,715000000,1422000000,686000000,694000000,1379000000,21000000,21000000,43000000,0
10002,板信商業銀行,,3105000000,3583000000,6688000000,2775000000,3149000000,5924000000,330000000,434000000,764000000,0
10002,元大商業銀行,,16563000000,20906000000,37469000000,14265000000,16969000000,31234000000,2298000000,3937000000,6235000000,1
10002,外國銀行在臺分行,,128978000000,72133000000,201112000000,85320000000,38753000000,124072000000,43658000000,33380000000,77040000000,0
10002,第一商業銀行,,135796000000,146555000000,282352000000,89185000000,90719000000,179904000000,46611000000,55836000000,102448000000,1
10002,國泰世華商業銀行,,72166000000,79626000000,151792000000,59460000000,45754000000,105214000000,12706000000,33872000000,46578000000,1
10002,華南商業銀行,,135372000000,103224000000,238596000000,92607000000,67053000000,159660000000,42765000000,36171000000,78936000000,1
10002,中國信託商業銀行,,154399000000,129928000000,284327000000,78037000000,34168000000,112204000000,76362000000,95760000000,172123000000,1
10002,台新國際商業銀行,,67917000000,43499000000,111416000000,49467000000,25064000000,74531000000,18450000000,18435000000,36885000000,1
10002,遠東國際商業銀行,,9470000000,40005000000,49474000000,7612000000,19537000000,27149000000,1858000000,20468000000,22325000000,0
10002,臺灣土地銀行,,23656000000,43362000000,67018000000,20518000000,27513000000,48031000000,3138000000,15849000000,18987000000,0
10002,玉山商業銀行,,62487000000,61115000000,123602000000,36343000000,36615000000,72959000000,26144000000,24500000000,50643000000,1
10002,合作金庫商業銀行,,76950000000,81992000000,158942000000,61901000000,63228000000,125129000000,15049000000,18764000000,33813000000,0
10002,中華開發工業銀行,,2840000000,12139000000,14979000000,1442000000,2687000000,4128000000,1398000000,9452000000,10851000000,1
10002,台中商業銀行,,7250000000,7708000000,14958000000,6021000000,6064000000,12085000000,1229000000,1644000000,2873000000,0
10002,慶豐商業銀行,,0,0,0,0,0,0,0,0,0,0
10002,兆豐國際商業銀行,,282363000000,260729000000,543092000000,135167000000,104669000000,239836000000,147196000000,156060000000,303256000000,1
10002,彰化商業銀行,,84169000000,91538000000,175707000000,57106000000,55636000000,112741000000,27063000000,35902000000,62966000000,1
10002,陽信商業銀行,,3439000000,3604000000,7043000000,2992000000,2888000000,5880000000,447000000,716000000,1163000000,0
10002,高雄銀行,,3718000000,4934000000,8652000000,3193000000,3453000000,6647000000,525000000,1481000000,2005000000,0
10002,中國輸出入銀行,,0,0,0,0,0,0,0,0,0,0
10002,大眾商業銀行,,25753000000,17330000000,43083000000,19496000000,12821000000,32316000000,6257000000,4509000000,10767000000,0
10002,萬泰商業銀行,,3567000000,1269000000,4836000000,3421000000,1269000000,4689000000,146000000,0,147000000,0
10002,日盛國際商業銀行,,7159000000,5120000000,12280000000,6113000000,4280000000,10392000000,1046000000,840000000,1888000000,1
10002,上海商業儲蓄銀行,,78648000000,73689000000,152337000000,30311000000,29413000000,59723000000,48337000000,44276000000,92614000000,0
10002,臺灣銀行,,100396000000,230153000000,330549000000,80125000000,193913000000,274037000000,20271000000,36240000000,56512000000,1
10002,渣打國際商業銀行,,70394000000,16940000000,87334000000,59091000000,13513000000,72603000000,11303000000,3427000000,14731000000,0
