年月,銀行,銀行英文,全行外匯活期存款,全行外匯定期存款,全行總額,國內外匯活期存款,國內外匯定期存款,國內總額,海外外匯活期存款,海外外匯定期存款,海外總額,金控註記
9605,臺北國際商業銀行,,0,0,0,0,0,0,0,0,0,1
9605,第七商業銀行,,0,0,0,0,0,0,0,0,0,1
9605,京城商業銀行,,1145000000,2670000000,3815000000,1017000000,2365000000,3382000000,128000000,305000000,433000000,0
9605,臺灣工業銀行,,496000000,10805000000,11301000000,432000000,5519000000,5951000000,64000000,5286000000,5350000000,0
9605,臺中商業銀行,,2127000000,4097000000,6224000000,1506000000,3395000000,4902000000,621000000,702000000,1322000000,0
9605,彰化商業銀行,,49457000000,83386000000,132842000000,30960000000,55834000000,86794000000,18497000000,27552000000,46048000000,0
9605,臺灣中小企業銀行,,28249000000,47157000000,75406000000,19748000000,31306000000,51054000000,8501000000,15851000000,24352000000,0
9605,新竹國際商業銀行,,11212000000,10716000000,21929000000,10475000000,9842000000,20317000000,737000000,874000000,1612000000,0
9605,台北富邦銀行,,27147000000,80342000000,107490000000,23537000000,69833000000,93370000000,3610000000,10509000000,14120000000,1
9605,中央信託局,,2585000000,12294000000,14878000000,2457000000,11941000000,14398000000,128000000,353000000,480000000,0
9605,花蓮區中小企業銀行,,0,0,0,0,0,0,0,0,0,0
9605,華泰商業銀行,,333000000,870000000,1203000000,323000000,861000000,1184000000,10000000,9000000,19000000,0
9605,安泰商業銀行,,3034000000,8358000000,11391000000,2602000000,7425000000,10028000000,432000000,933000000,1363000000,0
9605,臺灣新光商業銀行,,2282000000,11053000000,13335000000,2032000000,9128000000,11160000000,250000000,1925000000,2175000000,1
9605,聯邦商業銀行,,4456000000,18252000000,22708000000,3211000000,11269000000,14480000000,1245000000,6983000000,8228000000,0
9605,遠東國際商業銀行,,6776000000,35919000000,42695000000,5514000000,15619000000,21133000000,1262000000,20300000000,21562000000,0
9605,永豐商業銀行,,59972000000,98602000000,158574000000,31529000000,51274000000,82803000000,28443000000,47328000000,75771000000,1
9605,三信商業銀行,,122000000,796000000,918000000,109000000,765000000,874000000,13000000,31000000,44000000,0
9605,板信商業銀行,,1212000000,4002000000,5214000000,933000000,2863000000,3795000000,279000000,1139000000,1419000000,0
9605,臺灣銀行,,30853000000,147211000000,178064000000,22882000000,129396000000,152279000000,7971000000,17815000000,25785000000,0
9605,外國銀行在台分行,,239011000000,323865000000,562876000000,171806000000,182534000000,354339000000,67205000000,141331000000,208537000000,0
9605,第一商業銀行,,55089000000,128354000000,183442000000,38808000000,98793000000,137601000000,16281000000,29561000000,45841000000,1
9605,寶華商業銀行,,1017000000,2709000000,3727000000,896000000,2463000000,3359000000,121000000,246000000,368000000,0
9605,國泰世華商業銀行,,20686000000,64302000000,84988000000,14632000000,43851000000,58483000000,6054000000,20451000000,26505000000,1
9605,中華商業銀行,,510000000,1616000000,2125000000,454000000,1552000000,2006000000,56000000,64000000,119000000,0
9605,華南商業銀行,,69071000000,144931000000,214002000000,46966000000,102036000000,149002000000,22105000000,42895000000,65000000000,1
9605,交通銀行,,0,0,0,0,0,0,0,0,0,1
9605,中國信託商業銀行,,84335000000,143884000000,228219000000,44983000000,70003000000,114987000000,39352000000,73881000000,113232000000,1
9605,台新國際商業銀行,,29717000000,96072000000,125789000000,20481000000,58850000000,79332000000,9236000000,37222000000,46457000000,1
9605,慶豐商業銀行,,2719000000,4291000000,7010000000,643000000,2471000000,3114000000,2076000000,1820000000,3896000000,0
9605,復華商業銀行,,5314000000,19653000000,24967000000,4285000000,14772000000,19057000000,1029000000,4881000000,5910000000,1
9605,臺灣土地銀行,,10401000000,46439000000,56840000000,9232000000,32868000000,42101000000,1169000000,13571000000,14739000000,0
9605,玉山商業銀行,,17056000000,52636000000,69692000000,10648000000,36171000000,46818000000,6408000000,16465000000,22874000000,1
9605,合作金庫商業銀行,,27258000000,95973000000,123231000000,22323000000,83263000000,105587000000,4935000000,12710000000,17644000000,0
9605,中華開發工業銀行,,1177000000,10864000000,12041000000,603000000,972000000,1575000000,574000000,9892000000,10466000000,1
9605,大眾商業銀行,,10059000000,18875000000,28934000000,7195000000,13316000000,20511000000,2864000000,5559000000,8423000000,0
9605,兆豐國際商業銀行,,142342000000,326768000000,469111000000,71423000000,159316000000,230738000000,70919000000,167452000000,238373000000,1
9605,陽信商業銀行,,1262000000,4998000000,6260000000,1113000000,4411000000,5525000000,149000000,587000000,735000000,0
9605,高雄銀行,,2337000000,4081000000,6418000000,2166000000,3484000000,5650000000,171000000,597000000,768000000,0
9605,臺東區中小企業銀行,,0,0,0,0,0,0,0,0,0,0
9605,中國輸出入銀行,,0,0,0,0,0,0,0,0,0,0
9605,華僑商業銀行,,21081000000,28811000000,49892000000,11927000000,14036000000,25963000000,9154000000,14775000000,23929000000,0
9605,萬泰商業銀行,,2130000000,2912000000,5042000000,1514000000,2522000000,4036000000,616000000,390000000,1006000000,0
9605,日盛國際商業銀行,,4738000000,7154000000,11892000000,3987000000,5858000000,9845000000,751000000,1296000000,2047000000,1
9605,上海商業儲蓄銀行,,47746000000,84104000000,131850000000,18462000000,39047000000,57509000000,29284000000,45057000000,74341000000,0
