年月,銀行,銀行英文,全行外匯活期存款,全行外匯定期存款,全行總額,國內外匯活期存款,國內外匯定期存款,國內總額,海外外匯活期存款,海外外匯定期存款,海外總額,金控註記
10102,匯豐,,93840000000,25951000000,119791000000,62913000000,14741000000,77654000000,30927000000,11210000000,42137000000,0
10102,京城商業銀行,,2507000000,3768000000,6275000000,2146000000,2310000000,4456000000,361000000,1458000000,1819000000,0
10102,臺灣工業銀行,,2446000000,11705000000,14151000000,1470000000,5554000000,7024000000,976000000,6151000000,7127000000,0
10102,星展,,8485000000,19109000000,27594000000,7195000000,13160000000,20356000000,1290000000,5949000000,7238000000,0
10102,臺灣中小企業銀行,,61994000000,42647000000,104641000000,44999000000,29073000000,74072000000,16995000000,13574000000,30569000000,0
10102,台北富邦銀行,,97433000000,118208000000,215640000000,83223000000,89923000000,173146000000,14210000000,28285000000,42494000000,1
10102,合作金庫商業銀行,,84699000000,106429000000,191128000000,68352000000,77425000000,145776000000,16347000000,29004000000,45352000000,1
10102,華泰商業銀行,,1547000000,1005000000,2551000000,1454000000,872000000,2326000000,93000000,133000000,225000000,0
10102,花旗,,261420000000,32842000000,294263000000,175918000000,21974000000,197892000000,85502000000,10868000000,96371000000,0
10102,安泰商業銀行,,8348000000,14570000000,22918000000,6373000000,12358000000,18732000000,1975000000,2212000000,4186000000,0
10102,臺灣新光商業銀行,,24339000000,27189000000,51528000000,18605000000,17207000000,35812000000,5734000000,9982000000,15716000000,1
10102,聯邦商業銀行,,8479000000,19647000000,28126000000,6901000000,15646000000,22547000000,1578000000,4001000000,5579000000,0
10102,大台北商業銀行,,161000000,88000000,250000000,161000000,88000000,250000000,0,0,0,0
10102,永豐商業銀行,,91951000000,67905000000,159856000000,47314000000,26946000000,74261000000,44637000000,40959000000,85595000000,1
10102,三信商業銀行,,625000000,653000000,1278000000,609000000,631000000,1240000000,16000000,22000000,38000000,0
10102,板信商業銀行,,3901000000,3276000000,7176000000,3480000000,2978000000,6458000000,421000000,298000000,718000000,0
10102,元大商業銀行,,20833000000,26408000000,47241000000,18327000000,18956000000,37283000000,2506000000,7452000000,9958000000,1
10102,外國銀行在臺分行,,144199000000,69731000000,213930000000,90267000000,35361000000,125629000000,53932000000,34370000000,88301000000,0
10102,第一商業銀行,,149291000000,145107000000,294398000000,99433000000,78302000000,177734000000,49858000000,66805000000,116664000000,1
10102,國泰世華商業銀行,,87027000000,92718000000,179745000000,70411000000,60524000000,130934000000,16616000000,32194000000,48811000000,1
10102,華南商業銀行,,148195000000,115424000000,263618000000,100591000000,68205000000,168796000000,47604000000,47219000000,94822000000,1
10102,中國信託商業銀行,,165152000000,159630000000,324782000000,86216000000,52119000000,138336000000,78936000000,107511000000,186446000000,1
10102,台新國際商業銀行,,84791000000,63496000000,148287000000,56900000000,33243000000,90143000000,27891000000,30253000000,58144000000,1
10102,遠東國際商業銀行,,11456000000,36847000000,48304000000,9461000000,13080000000,22540000000,1995000000,23767000000,25764000000,0
10102,臺灣土地銀行,,27730000000,45918000000,73648000000,24638000000,24284000000,48922000000,3092000000,21634000000,24726000000,0
10102,玉山商業銀行,,64165000000,77689000000,141854000000,39162000000,46514000000,85676000000,25003000000,31175000000,56178000000,1
10102,中華開發工業銀行,,3539000000,23846000000,27385000000,2059000000,12024000000,14083000000,1480000000,11822000000,13302000000,1
10102,台中商業銀行,,8339000000,7278000000,15617000000,6730000000,5423000000,12152000000,1609000000,1855000000,3465000000,0
10102,兆豐國際商業銀行,,326384000000,277722000000,604106000000,162828000000,98940000000,261768000000,163556000000,178782000000,342338000000,1
10102,彰化商業銀行,,95428000000,86758000000,182185000000,66809000000,50471000000,117280000000,28619000000,36287000000,64905000000,1
10102,陽信商業銀行,,3810000000,2932000000,6742000000,3331000000,2790000000,6122000000,479000000,142000000,620000000,0
10102,高雄銀行,,4646000000,4493000000,9139000000,3699000000,3213000000,6912000000,947000000,1280000000,2227000000,0
10102,中國輸出入銀行,,0,0,0,0,0,0,0,0,0,0
10102,大眾商業銀行,,22073000000,24080000000,46153000000,15794000000,14746000000,30540000000,6279000000,9334000000,15613000000,0
10102,萬泰商業銀行,,3390000000,3045000000,6435000000,3252000000,3023000000,6274000000,138000000,22000000,161000000,0
10102,日盛國際商業銀行,,7857000000,8152000000,16010000000,7169000000,7019000000,14188000000,688000000,1133000000,1822000000,1
10102,上海商業儲蓄銀行,,86345000000,88383000000,174728000000,33209000000,28219000000,61427000000,53136000000,60164000000,113301000000,0
10102,臺灣銀行,,114197000000,223782000000,337980000000,93442000000,174841000000,268283000000,20755000000,48941000000,69697000000,1
10102,渣打國際商業銀行,,103594000000,34216000000,137810000000,87700000000,25227000000,112927000000,15894000000,8989000000,24883000000,0
